contestId,index,rating,tags
1614,A,800,"['brute force', 'constructive algorithms', 'greedy']"
1609,C,1400,"['binary search', 'dp', 'implementation', 'number theory', 'schedules', 'two pointers']"
1609,A,900,"['greedy', 'implementation', 'math', 'number theory']"
1613,D,1900,"['dp', 'math']"
1613,C,1200,['binary search']
1613,B,1000,"['greedy', 'implementation', 'sortings']"
1613,A,900,"['implementation', 'math']"
1608,C,1700,"['data structures', 'dfs and similar', 'dp', 'graphs', 'greedy', 'two pointers']"
1608,B,1200,"['constructive algorithms', 'greedy']"
1608,A,800,"['constructive algorithms', 'math']"
1591,C,1300,"['greedy', 'math']"
1591,B,900,['greedy']
1591,A,800,['implementation']
1618,F,2000,"['bitmasks', 'constructive algorithms', 'dfs and similar', 'implementation', 'math', 'strings']"
1634,C,1000,['constructive algorithms']
1634,A,800,"['greedy', 'strings']"
1634,B,1400,"['bitmasks', 'math']"
1618,E,1700,"['constructive algorithms', 'math']"
1618,D,1300,"['dp', 'greedy', 'math']"
1618,C,1100,['math']
1618,B,800,['implementation']
1618,A,800,"['math', 'sortings']"
1617,C,1300,"['binary search', 'greedy', 'math', 'sortings']"
1617,B,900,"['brute force', 'constructive algorithms', 'math', 'number theory']"
1617,A,800,"['constructive algorithms', 'greedy', 'sortings', 'strings']"
1620,C,1800,"['brute force', 'dp', 'greedy', 'implementation', 'math']"
1620,E,1900,"['constructive algorithms', 'data structures', 'dsu', 'implementation']"
1620,A,800,"['constructive algorithms', 'dsu', 'implementation']"
1619,D,1800,"['binary search', 'greedy', 'sortings']"
1619,E,1700,"['constructive algorithms', 'data structures', 'dp', 'greedy', 'implementation', 'math', 'sortings']"
1619,C,1200,['implementation']
1619,B,800,"['implementation', 'math']"
1619,A,800,"['implementation', 'strings']"
1615,C,1600,"['brute force', 'graphs', 'greedy', 'math']"
1615,B,1300,"['bitmasks', 'greedy', 'math']"
1615,A,800,"['greedy', 'math']"
1622,D,2000,"['combinatorics', 'math', 'two pointers']"
1622,C,1600,"['binary search', 'brute force', 'greedy', 'sortings']"
1622,B,1000,"['data structures', 'greedy', 'math', 'sortings']"
1622,A,800,"['geometry', 'math']"
1623,C,1600,"['binary search', 'greedy']"
1623,B,1100,"['brute force', 'dfs and similar', 'implementation', 'sortings']"
1623,A,800,"['brute force', 'implementation', 'math']"
1616,E,2200,"['brute force', 'data structures', 'greedy', 'strings']"
1616,D,2000,"['dp', 'greedy', 'math']"
1616,C,1500,"['brute force', 'geometry', 'implementation', 'math']"
1616,B,1100,"['greedy', 'strings']"
1616,A,800,['implementation']
1621,B,1500,"['data structures', 'greedy', 'implementation']"
1633,D,1600,"['dp', 'greedy']"
1633,C,1100,"['brute force', 'math']"
1633,B,800,['greedy']
1633,A,800,['brute force']
1621,A,800,['constructive algorithms']
1632,D,2000,"['binary search', 'data structures', 'greedy', 'math', 'number theory', 'two pointers']"
1632,C,1600,"['binary search', 'bitmasks', 'brute force', 'dp', 'math']"
1624,E,2000,"['brute force', 'constructive algorithms', 'dp', 'hashing', 'implementation', 'strings']"
1624,B,900,"['implementation', 'math']"
1632,B,1000,"['bitmasks', 'constructive algorithms']"
1632,A,800,['implementation']
1624,D,1400,"['binary search', 'greedy', 'sortings', 'strings']"
1624,C,1100,"['constructive algorithms', 'flows', 'graph matchings', 'greedy', 'math']"
1624,A,800,['math']
1625,C,1700,['dp']
1625,B,1100,"['brute force', 'greedy', 'sortings']"
1625,A,800,"['bitmasks', 'greedy', 'math']"
1627,D,1900,"['brute force', 'dp', 'math', 'number theory']"
1627,C,1400,"['constructive algorithms', 'dfs and similar', 'number theory', 'trees']"
1627,B,1300,"['games', 'greedy', 'sortings']"
1631,C,1500,"['bitmasks', 'constructive algorithms']"
1627,A,800,"['constructive algorithms', 'implementation']"
1631,A,800,['greedy']
1626,C,1700,"['binary search', 'data structures', 'dp', 'greedy', 'implementation', 'math', 'two pointers']"
1629,D,1700,"['greedy', 'strings']"
1629,B,800,"['greedy', 'math', 'number theory']"
1629,A,800,"['brute force', 'greedy', 'sortings']"
1612,A,800,"['brute force', 'constructive algorithms']"
1589,B,1000,['greedy']
1605,C,1400,"['brute force', 'greedy', 'implementation', 'strings']"
1605,B,1000,"['greedy', 'sortings']"
1589,C,900,"['greedy', 'math', 'sortings']"
1605,A,800,"['math', 'number theory']"
1604,D,1600,"['math', 'number theory']"
1604,C,1300,"['brute force', 'greedy', 'math', 'number theory']"
1604,B,1100,[]
1604,A,800,['greedy']
1607,E,1600,['implementation']
1607,D,1300,"['greedy', 'math', 'sortings']"
1607,C,1000,"['brute force', 'sortings']"
1607,B,900,['math']
1607,A,800,"['implementation', 'strings']"
1593,E,1600,"['brute force', 'data structures', 'dfs and similar', 'greedy', 'implementation', 'trees']"
1593,D1,1100,"['math', 'number theory']"
1593,C,1000,"['binary search', 'greedy', 'greedy']"
1593,B,900,"['dfs and similar', 'dp', 'greedy', 'math', 'math']"
1593,A,800,['math']
1598,C,1200,"['data structures', 'dp', 'implementation', 'math', 'two pointers']"
1598,B,1000,"['brute force', 'implementation']"
1598,A,800,"['brute force', 'dfs and similar', 'dp', 'implementation']"
1594,C,1200,"['brute force', 'greedy', 'math', 'strings']"
1594,D,1700,"['constructive algorithms', 'dfs and similar', 'dp', 'dsu', 'graphs']"
1594,E1,1300,"['combinatorics', 'math']"
1594,B,1100,"['bitmasks', 'math']"
1594,A,800,['math']
1592,B,1200,"['constructive algorithms', 'dsu', 'math', 'sortings']"
1592,A,800,"['binary search', 'greedy', 'math', 'sortings']"
1581,B,1200,"['constructive algorithms', 'graphs', 'greedy', 'math']"
1579,F,1700,"['brute force', 'graphs', 'math', 'number theory', 'shortest paths']"
1579,E2,1700,"['data structures', 'greedy']"
1579,C,1500,"['greedy', 'implementation']"
1579,D,1400,"['constructive algorithms', 'graphs', 'greedy']"
1579,E1,1000,"['constructive algorithms', 'greedy', 'math']"
1579,A,800,"['math', 'strings']"
1579,B,1100,"['implementation', 'sortings']"
1572,A,1800,"['binary search', 'brute force', 'data structures', 'dp', 'graphs', 'implementation', 'sortings']"
1574,D,2000,"['binary search', 'brute force', 'data structures', 'dfs and similar', 'graphs', 'greedy', 'hashing', 'implementation']"
1574,B,1100,"['combinatorics', 'greedy', 'math']"
1574,C,1300,"['binary search', 'greedy', 'sortings', 'ternary search']"
1574,A,800,['constructive algorithms']
1573,B,1400,"['greedy', 'math', 'sortings']"
1573,A,800,['greedy']
1566,D2,1600,"['data structures', 'greedy', 'implementation', 'sortings', 'two pointers']"
1566,D1,1100,"['data structures', 'greedy', 'sortings']"
1566,C,1000,"['bitmasks', 'constructive algorithms', 'dp', 'greedy']"
1566,B,800,"['bitmasks', 'constructive algorithms', 'dp', 'greedy']"
1566,A,800,"['binary search', 'greedy', 'math']"
1567,D,2000,"['constructive algorithms', 'greedy', 'implementation', 'math']"
1567,C,1600,"['bitmasks', 'combinatorics', 'dp', 'math']"
1569,D,1900,"['binary search', 'data structures', 'implementation', 'sortings', 'two pointers']"
1569,C,1500,"['combinatorics', 'math']"
1569,B,1000,['constructive algorithms']
1569,A,800,['implementation']
1567,B,1000,"['bitmasks', 'greedy']"
1567,A,800,"['implementation', 'strings']"
1556,D,1800,"['bitmasks', 'constructive algorithms', 'interactive', 'math']"
1556,C,1800,"['brute force', 'implementation']"
1400,E,2200,"['data structures', 'divide and conquer', 'dp', 'greedy']"
1400,B,1700,"['brute force', 'greedy', 'math']"
1408,D,2000,"['binary search', 'brute force', 'data structures', 'dp', 'implementation', 'sortings', 'two pointers']"
1556,E,2200,"['data structures', 'dp', 'greedy']"
1556,B,1300,['implementation']
1556,A,800,['math']
1409,F,2100,"['dp', 'strings']"
1562,D2,2200,"['data structures', 'math']"
1562,C,1500,"['constructive algorithms', 'math']"
1562,D1,1700,"['data structures', 'dp', 'math']"
1562,B,1000,"['brute force', 'constructive algorithms', 'implementation', 'math', 'number theory']"
1562,A,800,"['greedy', 'math']"
1561,D2,1900,"['brute force', 'dp', 'math', 'number theory']"
1561,D1,1700,"['brute force', 'data structures', 'dp', 'math', 'number theory']"
1561,B,1300,"['brute force', 'math']"
1561,C,1300,"['binary search', 'greedy', 'sortings']"
1561,A,800,"['brute force', 'implementation', 'sortings']"
1411,D,2100,"['brute force', 'greedy', 'implementation', 'strings']"
1413,D,1700,"['data structures', 'greedy', 'implementation']"
1560,E,1800,"['binary search', 'implementation', 'sortings', 'strings']"
1560,F1,1900,"['binary search', 'bitmasks', 'brute force', 'constructive algorithms', 'dfs and similar', 'greedy']"
1560,F2,2100,"['bitmasks', 'brute force', 'constructive algorithms', 'dfs and similar', 'dp', 'greedy']"
1560,D,1300,"['greedy', 'math', 'strings']"
1560,C,800,"['implementation', 'math']"
1560,B,800,['math']
1560,A,800,['implementation']
1093,D,1700,"['dfs and similar', 'graphs']"
1559,A,900,"['bitmasks', 'constructive algorithms', 'math']"
1559,D1,1400,"['brute force', 'constructive algorithms', 'dsu', 'graphs', 'greedy', 'trees']"
1559,C,1200,"['constructive algorithms', 'graphs']"
1559,B,900,"['dp', 'greedy']"
938,C,1700,"['binary search', 'brute force', 'constructive algorithms']"
1557,C,1700,"['bitmasks', 'combinatorics', 'dp', 'math', 'matrices']"
1549,D,1800,"['binary search', 'data structures', 'math', 'two pointers']"
1557,B,1100,"['greedy', 'sortings']"
1557,A,800,"['brute force', 'math', 'sortings']"
1549,C,1400,"['graphs', 'greedy']"
1549,B,800,"['dfs and similar', 'dp', 'flows', 'graph matchings', 'graphs', 'greedy', 'implementation']"
1549,A,800,"['math', 'number theory']"
1555,B,1300,['brute force']
1555,D,1600,"['brute force', 'constructive algorithms', 'dp', 'strings']"
1555,C,1300,"['brute force', 'constructive algorithms', 'dp', 'implementation']"
1555,A,900,"['brute force', 'math']"
1554,C,1800,"['binary search', 'bitmasks', 'greedy', 'implementation']"
1554,B,1700,"['bitmasks', 'brute force', 'greedy', 'math']"
1554,A,800,['greedy']
1552,F,2200,"['binary search', 'data structures', 'dp', 'sortings']"
940,E,2000,"['data structures', 'dp', 'greedy', 'math']"
1552,D,1800,"['bitmasks', 'brute force', 'constructive algorithms', 'dfs and similar', 'dp', 'graphs', 'math']"
1551,E,2000,"['binary search', 'brute force', 'dp']"
1552,B,1500,"['combinatorics', 'graphs', 'greedy', 'sortings']"
1552,A,800,"['sortings', 'strings']"
1553,D,1500,"['dp', 'greedy', 'strings', 'two pointers']"
1551,D1,1700,"['constructive algorithms', 'math']"
1551,C,1500,"['greedy', 'sortings', 'strings']"
1551,B2,1400,"['binary search', 'constructive algorithms', 'data structures', 'greedy']"
1551,B1,800,"['greedy', 'strings']"
1551,A,800,"['greedy', 'math']"
1553,B,1300,"['brute force', 'dp', 'hashing', 'implementation', 'strings']"
1553,A,800,"['math', 'number theory']"
939,E,1800,"['binary search', 'greedy', 'ternary search', 'two pointers']"
940,D,1600,"['binary search', 'implementation']"
949,A,1600,['greedy']
949,B,1700,"['constructive algorithms', 'math']"
952,C,1600,['implementation']
954,C,1700,['implementation']
958,F2,1800,"['binary search', 'two pointers']"
959,D,1900,"['constructive algorithms', 'greedy', 'math', 'number theory']"
960,C,1700,"['bitmasks', 'constructive algorithms', 'greedy', 'implementation']"
961,E,1900,['data structures']
962,D,1600,"['data structures', 'implementation']"
965,D,1900,"['binary search', 'flows', 'greedy', 'two pointers']"
978,G,1700,"['greedy', 'implementation', 'sortings']"
979,B,1800,['greedy']
980,C,1700,"['games', 'greedy']"
1530,C,1200,"['binary search', 'brute force', 'greedy', 'sortings']"
1530,D,1600,"['constructive algorithms', 'flows', 'graphs', 'greedy', 'math']"
1530,B,800,"['constructive algorithms', 'implementation']"
1530,A,800,"['greedy', 'math']"
986,B,1800,"['combinatorics', 'math']"
988,D,1800,"['brute force', 'math']"
992,B,1600,"['math', 'number theory']"
992,C,1600,['math']
1550,C,1700,"['brute force', 'geometry', 'greedy', 'implementation']"
999,D,1900,"['data structures', 'greedy', 'implementation']"
1000,C,1700,"['data structures', 'implementation', 'sortings']"
1550,A,800,"['greedy', 'math']"
1550,B,1000,"['greedy', 'math']"
1000,D,1900,"['combinatorics', 'dp']"
1003,D,1600,['greedy']
1005,E1,1800,['sortings']
1006,D,1700,['implementation']
1009,C,1700,"['greedy', 'math']"
1010,C,1800,['number theory']
1546,B,1200,"['interactive', 'math']"
1546,C,1500,['sortings']
1546,A,800,"['brute force', 'greedy']"
1012,C,1900,['dp']
1547,F,1900,"['binary search', 'brute force', 'data structures', 'divide and conquer', 'number theory', 'two pointers']"
1547,E,1500,"['data structures', 'dp', 'implementation', 'shortest paths', 'sortings', 'two pointers']"
1547,D,1300,"['bitmasks', 'constructive algorithms', 'greedy']"
1547,B,800,"['greedy', 'implementation', 'strings']"
1547,A,800,"['implementation', 'math']"
1015,D,1600,"['constructive algorithms', 'greedy']"
1016,C,1800,"['dp', 'implementation']"
1016,D,1800,"['constructive algorithms', 'flows', 'math']"
1017,C,1600,"['constructive algorithms', 'greedy']"
1017,D,1900,"['bitmasks', 'brute force', 'data structures']"
1543,C,1900,"['bitmasks', 'brute force', 'dfs and similar', 'implementation', 'math', 'probabilities']"
1543,B,900,"['combinatorics', 'greedy', 'math']"
1543,A,900,"['greedy', 'math', 'number theory']"
1023,D,1700,"['constructive algorithms', 'data structures']"
1025,B,1600,"['brute force', 'greedy', 'number theory']"
1025,C,1600,"['constructive algorithms', 'implementation']"
1027,C,1600,['greedy']
1029,C,1600,"['greedy', 'math', 'sortings']"
1029,D,1900,"['implementation', 'math']"
1031,C,1600,['greedy']
1031,D,1900,['greedy']
1032,C,1700,"['constructive algorithms', 'dp']"
1032,D,1900,"['geometry', 'implementation']"
1033,C,1600,"['brute force', 'dp', 'games']"
1034,A,1800,['number theory']
1036,B,1600,['math']
1542,B,1500,"['constructive algorithms', 'math', 'number theory']"
1542,C,1600,"['math', 'number theory']"
1542,A,800,['math']
1036,D,1600,"['greedy', 'two pointers']"
1038,D,1800,"['dp', 'greedy', 'implementation']"
1041,C,1600,"['binary search', 'data structures', 'greedy', 'two pointers']"
1059,C,1600,"['constructive algorithms', 'math']"
1067,A,1900,['dp']
1065,C,1600,['greedy']
1096,C,1600,"['brute force', 'geometry']"
1096,D,1800,['dp']
1095,D,1600,['implementation']
1092,C,1700,['strings']
1095,E,1900,['implementation']
1120,A,1900,"['greedy', 'implementation', 'two pointers']"
1129,A2,1800,"['brute force', 'greedy']"
1129,A1,1700,"['brute force', 'greedy']"
1131,F,1700,"['constructive algorithms', 'dsu']"
1133,E,1800,"['dp', 'sortings', 'two pointers']"
1132,C,1700,['brute force']
1137,A,1600,"['implementation', 'sortings']"
1136,D,1800,['greedy']
1138,B,1800,"['brute force', 'greedy', 'math', 'strings']"
1142,A,1700,"['brute force', 'math']"
1140,C,1600,"['brute force', 'data structures', 'sortings']"
1141,E,1700,['math']
1141,F1,1900,['greedy']
1141,F2,1900,"['data structures', 'greedy']"
1541,C,1400,"['constructive algorithms', 'graphs', 'greedy', 'shortest paths', 'sortings']"
1541,B,1200,"['brute force', 'implementation', 'math', 'number theory']"
1541,A,800,"['constructive algorithms', 'greedy', 'implementation']"
1152,C,1800,"['brute force', 'math', 'number theory']"
1144,E,1900,"['bitmasks', 'math', 'number theory', 'strings']"
1148,B,1600,"['binary search', 'brute force', 'two pointers']"
1148,C,1700,"['constructive algorithms', 'sortings']"
1148,D,1800,"['greedy', 'sortings']"
1151,B,1600,"['bitmasks', 'brute force', 'constructive algorithms', 'dp']"
1151,C,1800,"['constructive algorithms', 'math']"
1151,D,1600,"['greedy', 'math', 'sortings']"
1153,C,1700,"['greedy', 'strings']"
1154,E,1800,"['data structures', 'implementation', 'sortings']"
1482,C,1600,"['brute force', 'constructive algorithms', 'greedy', 'implementation']"
1482,D,1900,"['data structures', 'dsu', 'implementation', 'shortest paths']"
1492,D,1900,"['bitmasks', 'constructive algorithms', 'greedy', 'math']"
1497,C2,1600,"['constructive algorithms', 'math']"
1500,A,1800,"['brute force', 'hashing', 'implementation', 'math']"
1508,A,1900,"['constructive algorithms', 'greedy', 'implementation', 'strings', 'two pointers']"
1508,B,1800,"['binary search', 'combinatorics', 'constructive algorithms', 'implementation']"
1519,D,1600,"['brute force', 'dp', 'implementation', 'math', 'two pointers']"
1527,B2,1900,"['constructive algorithms', 'games']"
1539,D,1600,"['binary search', 'greedy', 'implementation', 'sortings', 'two pointers']"
1539,C,1200,"['greedy', 'sortings']"
1539,B,800,"['dp', 'implementation', 'strings']"
1539,A,1000,"['combinatorics', 'geometry', 'greedy', 'math']"
1527,B1,1200,"['constructive algorithms', 'games']"
1527,C,1600,"['hashing', 'implementation', 'math']"
1537,D,1700,"['games', 'math', 'number theory']"
1535,D,1800,"['data structures', 'dfs and similar', 'dp', 'implementation', 'trees']"
