contestId,index,rating,tags
1195,D1,1500,"['combinatorics', 'math', 'number theory']"
1195,C,1400,['dp']
1195,B,1000,"['binary search', 'brute force', 'math']"
1195,A,1000,"['greedy', 'math']"
1642,B,900,['greedy']
1642,C,1200,"['greedy', 'sortings']"
1642,A,800,['geometry']
1644,C,1400,"['brute force', 'dp', 'greedy', 'implementation']"
1644,B,800,"['brute force', 'constructive algorithms', 'implementation']"
1644,A,800,['implementation']
1638,B,1100,"['data structures', 'math', 'sortings']"
1638,A,800,"['constructive algorithms', 'greedy', 'math']"
1598,C,1200,"['data structures', 'dp', 'implementation', 'math', 'two pointers']"
1143,B,1200,"['brute force', 'math', 'number theory']"
1149,A,1200,"['constructive algorithms', 'greedy', 'math', 'number theory']"
1153,B,1200,"['constructive algorithms', 'greedy']"
1155,B,1200,"['games', 'greedy', 'implementation']"
1604,B,1100,[]
1606,B,1100,"['greedy', 'implementation', 'math']"
1504,C,1600,"['brute force', 'constructive algorithms', 'greedy']"
1409,D,1500,"['greedy', 'math']"
1444,A,1500,"['brute force', 'math', 'number theory']"
1363,B,1400,"['implementation', 'strings']"
1380,C,1400,"['brute force', 'dp', 'greedy', 'implementation', 'sortings']"
1425,F,1400,['interactive']
1433,E,1300,"['combinatorics', 'math']"
1443,B,1300,"['dp', 'greedy', 'math', 'sortings']"
1370,C,1400,"['games', 'math', 'number theory']"
1463,B,1400,"['bitmasks', 'constructive algorithms', 'greedy']"
1451,C,1400,"['dp', 'greedy', 'hashing', 'implementation', 'strings']"
1523,C,1600,"['brute force', 'data structures', 'greedy', 'implementation', 'trees']"
1487,D,1500,"['binary search', 'brute force', 'math', 'number theory']"
1462,E1,1500,"['binary search', 'combinatorics', 'math', 'sortings', 'two pointers']"
1468,C,1400,"['data structures', 'implementation']"
1469,C,1600,"['dp', 'greedy', 'implementation', 'two pointers']"
1473,C,1500,"['constructive algorithms', 'math']"
1637,B,1100,"['brute force', 'dp', 'greedy', 'math']"
1637,C,1200,"['greedy', 'implementation']"
1637,A,800,"['brute force', 'sortings']"
1284,B,1400,"['binary search', 'combinatorics', 'data structures', 'dp', 'implementation', 'sortings']"
1017,C,1600,"['constructive algorithms', 'greedy']"
1423,K,1600,"['binary search', 'math', 'number theory', 'two pointers']"
1430,D,1700,"['binary search', 'data structures', 'greedy', 'two pointers']"
1511,D,1600,"['brute force', 'constructive algorithms', 'graphs', 'greedy', 'strings']"
1512,E,1600,"['brute force', 'greedy', 'math']"
1634,B,1400,"['bitmasks', 'math']"
1634,A,800,"['greedy', 'strings']"
1634,C,1000,['constructive algorithms']
1374,D,1400,"['math', 'sortings', 'two pointers']"
1609,C,1400,"['binary search', 'dp', 'implementation', 'number theory', 'schedules', 'two pointers']"
1081,B,1500,"['constructive algorithms', 'implementation']"
1505,C,1400,"['*special', 'implementation']"
1632,C,1600,"['binary search', 'bitmasks', 'brute force', 'dp', 'math']"
1632,B,1000,"['bitmasks', 'constructive algorithms']"
1632,A,800,['implementation']
1628,A,1400,"['binary search', 'constructive algorithms', 'greedy', 'implementation', 'math', 'two pointers']"
1628,B,1700,"['greedy', 'strings']"
1631,B,1100,"['dp', 'greedy']"
1631,A,800,['greedy']
1626,B,1100,"['greedy', 'strings']"
1626,A,800,"['constructive algorithms', 'sortings']"
1598,B,1000,"['brute force', 'implementation']"
1625,A,800,"['bitmasks', 'greedy', 'math']"
1625,B,1100,"['brute force', 'greedy', 'sortings']"
1624,C,1100,"['constructive algorithms', 'flows', 'graph matchings', 'greedy', 'math']"
1624,D,1400,"['binary search', 'greedy', 'sortings', 'strings']"
1624,B,900,"['implementation', 'math']"
1624,A,800,['math']
38,B,1200,"['brute force', 'implementation', 'math']"
1003,C,1300,"['brute force', 'implementation', 'math']"
1541,B,1200,"['brute force', 'implementation', 'math', 'number theory']"
1526,C1,1500,"['brute force', 'data structures', 'dp', 'greedy']"
1515,C,1400,"['constructive algorithms', 'data structures', 'greedy']"
1553,D,1500,"['dp', 'greedy', 'strings', 'two pointers']"
1562,C,1500,"['constructive algorithms', 'math']"
1579,C,1500,"['greedy', 'implementation']"
1612,D,1600,"['math', 'number theory']"
1603,B,1600,"['constructive algorithms', 'math', 'number theory']"
1615,C,1600,"['brute force', 'graphs', 'greedy', 'math']"
1560,D,1300,"['greedy', 'math', 'strings']"
1560,C,800,"['implementation', 'math']"
1560,B,800,['math']
1560,A,800,['implementation']
1621,B,1500,"['data structures', 'greedy', 'implementation']"
1621,A,800,['constructive algorithms']
1623,C,1600,"['binary search', 'greedy']"
1616,C,1500,"['brute force', 'geometry', 'implementation', 'math']"
1616,B,1100,"['greedy', 'strings']"
1616,A,800,['implementation']
1622,C,1600,"['binary search', 'brute force', 'greedy', 'sortings']"
1622,B,1000,"['data structures', 'greedy', 'math', 'sortings']"
1622,A,800,"['geometry', 'math']"
1615,B,1300,"['bitmasks', 'greedy', 'math']"
1619,E,1700,"['constructive algorithms', 'data structures', 'dp', 'greedy', 'implementation', 'math', 'sortings']"
1619,C,1200,['implementation']
1619,B,800,"['implementation', 'math']"
1619,A,800,"['implementation', 'strings']"
1617,C,1300,"['binary search', 'greedy', 'math', 'sortings']"
1617,B,900,"['brute force', 'constructive algorithms', 'math', 'number theory']"
1617,A,800,"['constructive algorithms', 'greedy', 'sortings', 'strings']"
1606,C,1400,"['greedy', 'number theory']"
1618,F,2000,"['bitmasks', 'constructive algorithms', 'dfs and similar', 'implementation', 'math', 'strings']"
1618,E,1700,"['constructive algorithms', 'math']"
1618,D,1300,"['dp', 'greedy', 'math']"
1618,C,1100,['math']
1618,B,800,['implementation']
1618,A,800,"['math', 'sortings']"
1415,C,1400,"['brute force', 'dp', 'implementation']"
1591,D,1900,"['constructive algorithms', 'data structures', 'math', 'sortings']"
1591,C,1300,"['greedy', 'math']"
1591,B,900,['greedy']
1591,A,800,['implementation']
1608,B,1200,"['constructive algorithms', 'greedy']"
1608,A,800,"['constructive algorithms', 'math']"
538,B,1400,"['constructive algorithms', 'dp', 'greedy', 'implementation']"
1324,D,1400,"['binary search', 'data structures', 'sortings', 'two pointers']"
192,B,1100,"['brute force', 'implementation']"
205,B,1400,"['brute force', 'greedy']"
1519,C,1400,"['brute force', 'data structures', 'greedy', 'number theory', 'sortings']"
222,B,1300,"['data structures', 'implementation']"
479,C,1400,"['greedy', 'sortings']"
401,C,1400,"['constructive algorithms', 'greedy', 'implementation']"
489,C,1400,"['dp', 'greedy', 'implementation']"
1538,C,1300,"['binary search', 'data structures', 'math', 'two pointers']"
1070,D,1300,['greedy']
1574,C,1300,"['binary search', 'greedy', 'sortings', 'ternary search']"
1561,C,1300,"['binary search', 'greedy', 'sortings']"
1602,B,1100,"['constructive algorithms', 'implementation']"
1602,A,800,['implementation']
912,B,1300,"['bitmasks', 'constructive algorithms', 'number theory']"
611,B,1300,"['bitmasks', 'brute force', 'implementation']"
476,B,1300,"['bitmasks', 'brute force', 'combinatorics', 'dp', 'math', 'probabilities']"
27,B,1300,"['bitmasks', 'brute force', 'dfs and similar', 'greedy']"
1420,B,1200,"['bitmasks', 'math']"
1514,B,1200,"['bitmasks', 'combinatorics', 'math']"
1559,A,900,"['bitmasks', 'constructive algorithms', 'math']"
1454,D,1300,"['constructive algorithms', 'math', 'number theory']"
251,A,1300,"['binary search', 'combinatorics', 'two pointers']"
1424,G,1300,"['data structures', 'sortings']"
1007,A,1300,"['combinatorics', 'data structures', 'math', 'sortings', 'two pointers']"
1107,C,1300,"['greedy', 'sortings', 'two pointers']"
1471,C,1300,"['brute force', 'greedy', 'sortings']"
1613,C,1200,['binary search']
1613,B,1000,"['greedy', 'implementation', 'sortings']"
1613,A,900,"['implementation', 'math']"
1341,B,1300,"['greedy', 'implementation']"
1332,B,1400,"['brute force', 'constructive algorithms', 'greedy', 'math', 'number theory']"
1330,B,1400,"['implementation', 'math']"
1609,B,1100,"['implementation', 'strings']"
1609,A,900,"['greedy', 'implementation', 'math', 'number theory']"
1610,B,1100,"['greedy', 'two pointers']"
1614,B,1000,"['constructive algorithms', 'sortings']"
1614,A,800,"['brute force', 'constructive algorithms', 'greedy']"
1611,C,1000,['constructive algorithms']
1611,B,800,"['binary search', 'constructive algorithms', 'math']"
1611,A,800,"['constructive algorithms', 'math']"
1455,B,1200,"['constructive algorithms', 'math']"
1352,B,1200,"['constructive algorithms', 'math']"
1343,C,1200,"['dp', 'greedy', 'two pointers']"
1610,A,900,['math']
1539,C,1200,"['greedy', 'sortings']"
1612,C,1300,"['binary search', 'math']"
1612,B,900,"['constructive algorithms', 'greedy']"
1612,A,800,"['brute force', 'constructive algorithms']"
1352,C,1200,"['binary search', 'math']"
1454,C,1200,"['greedy', 'implementation']"
1409,C,1200,"['brute force', 'math', 'number theory']"
1104,B,1200,"['data structures', 'implementation', 'math']"
1589,B,1000,['greedy']
1589,C,900,"['greedy', 'math', 'sortings']"
1589,A,800,['math']
1375,B,1200,"['constructive algorithms', 'greedy']"
1605,C,1400,"['brute force', 'greedy', 'implementation', 'strings']"
1605,B,1000,"['greedy', 'sortings']"
1605,A,800,"['math', 'number theory']"
462,B,1300,['greedy']
254,A,1200,"['constructive algorithms', 'sortings']"
236,B,1300,"['implementation', 'number theory']"
1084,B,1200,"['greedy', 'implementation']"
1472,D,1200,"['dp', 'games', 'greedy', 'sortings']"
1076,B,1200,"['implementation', 'math', 'number theory']"
1076,A,1200,"['greedy', 'strings']"
1594,C,1200,"['brute force', 'greedy', 'math', 'strings']"
1485,B,1200,"['dp', 'implementation', 'math']"
1495,A,1200,"['geometry', 'greedy', 'math', 'sortings']"
1607,B,900,['math']
1607,C,1000,"['brute force', 'sortings']"
1607,A,800,"['implementation', 'strings']"
361,B,1200,"['constructive algorithms', 'math', 'number theory']"
1604,A,800,['greedy']
1582,A,800,['math']
1582,B,900,"['combinatorics', 'math']"
234,B,1000,['sortings']
182,B,1000,['implementation']
357,B,1400,"['constructive algorithms', 'implementation']"
349,B,1700,"['data structures', 'dp', 'greedy', 'implementation']"
110,B,1100,"['constructive algorithms', 'strings']"
408,B,1200,['implementation']
514,B,1400,"['brute force', 'data structures', 'geometry', 'implementation', 'math']"
1586,A,800,"['brute force', 'constructive algorithms', 'greedy', 'math', 'number theory']"
58,B,1300,['greedy']
133,B,1200,['implementation']
282,B,1500,"['greedy', 'math']"
4,B,1200,"['constructive algorithms', 'greedy']"
157,B,1000,"['geometry', 'sortings']"
365,B,1100,['implementation']
387,B,1200,"['brute force', 'greedy', 'two pointers']"
493,B,1400,['implementation']
509,B,1300,"['constructive algorithms', 'greedy', 'implementation']"
469,B,1300,['implementation']
279,B,1400,"['binary search', 'brute force', 'implementation', 'two pointers']"
362,B,1100,"['implementation', 'sortings']"
486,B,1300,"['greedy', 'hashing', 'implementation']"
259,B,1100,"['brute force', 'implementation']"
285,B,1200,['implementation']
265,B,1000,"['greedy', 'implementation']"
454,B,1200,['implementation']
507,B,1400,"['geometry', 'math']"
508,B,1300,"['greedy', 'math', 'strings']"
447,B,1000,"['greedy', 'implementation']"
499,B,1000,"['implementation', 'strings']"
478,B,1300,"['combinatorics', 'constructive algorithms', 'greedy', 'math']"
467,B,1100,"['bitmasks', 'brute force', 'constructive algorithms', 'implementation']"
1593,D1,1100,"['math', 'number theory']"
1593,C,1000,"['binary search', 'greedy', 'greedy']"
1593,B,900,"['dfs and similar', 'dp', 'greedy', 'math', 'math']"
1593,A,800,['math']
1598,A,800,"['brute force', 'dfs and similar', 'dp', 'implementation']"
214,A,800,['brute force']
27,A,1200,"['implementation', 'sortings']"
298,A,1300,"['greedy', 'implementation']"
359,A,1000,"['constructive algorithms', 'greedy', 'implementation']"
300,A,1100,"['brute force', 'constructive algorithms', 'implementation']"
355,A,1100,"['constructive algorithms', 'implementation']"
656,A,1900,['*special']
358,A,1400,"['brute force', 'implementation']"
483,A,1100,"['brute force', 'implementation', 'math', 'number theory']"
315,A,1400,['brute force']
450,B,1300,"['implementation', 'math']"
289,B,1400,"['brute force', 'dp', 'implementation', 'sortings', 'ternary search']"
327,A,1200,"['brute force', 'dp', 'implementation']"
368,B,1100,"['data structures', 'dp']"
433,B,1200,"['dp', 'implementation', 'sortings']"
285,C,1200,"['greedy', 'implementation', 'sortings']"
287,A,1100,"['brute force', 'implementation']"
166,A,1100,"['binary search', 'implementation', 'sortings']"
349,A,1100,"['greedy', 'implementation']"
353,A,1200,"['implementation', 'math']"
160,B,1100,"['greedy', 'sortings']"
253,A,1100,['greedy']
239,A,1200,"['greedy', 'implementation', 'math']"
246,B,1300,"['greedy', 'math']"
350,A,1200,"['brute force', 'greedy', 'implementation']"
363,B,1100,"['brute force', 'dp']"
296,A,1100,"['greedy', 'math']"
1497,B,1200,"['constructive algorithms', 'greedy', 'math']"
1497,C2,1600,"['constructive algorithms', 'math']"
1497,C1,1200,"['constructive algorithms', 'math']"
1497,A,800,"['brute force', 'data structures', 'greedy', 'sortings']"
242,B,1100,"['implementation', 'sortings']"
258,A,1100,"['greedy', 'math']"
327,B,1200,['math']
43,B,1100,"['implementation', 'strings']"
433,A,1100,"['brute force', 'implementation']"
1592,A,800,"['binary search', 'greedy', 'math', 'sortings']"
186,A,1100,"['implementation', 'strings']"
1579,B,1100,"['implementation', 'sortings']"
1579,A,800,"['math', 'strings']"
222,A,1200,"['brute force', 'implementation']"
431,B,1200,"['brute force', 'implementation']"
298,B,1200,"['brute force', 'greedy', 'implementation']"
276,B,1300,"['games', 'greedy']"
459,B,1300,"['combinatorics', 'implementation', 'sortings']"
218,B,1100,['implementation']
208,A,900,['strings']
219,A,1000,"['implementation', 'strings']"
149,A,900,"['greedy', 'implementation', 'sortings']"
450,A,1000,['implementation']
282,A,800,['implementation']
141,A,800,"['implementation', 'sortings', 'strings']"
236,A,800,"['brute force', 'implementation', 'strings']"
228,A,800,['implementation']
260,A,1400,"['implementation', 'math']"
339,A,800,"['greedy', 'implementation', 'sortings', 'strings']"
200,B,800,"['implementation', 'math']"
144,A,800,['implementation']
233,A,800,"['implementation', 'math']"
80,A,800,['brute force']
266,A,800,['implementation']
110,A,800,['implementation']
281,A,800,"['implementation', 'strings']"
59,A,800,"['implementation', 'strings']"
275,A,900,['implementation']
271,A,800,['brute force']
32,B,800,"['expression parsing', 'implementation']"
266,B,800,"['constructive algorithms', 'graph matchings', 'implementation', 'shortest paths']"
263,A,800,['implementation']
